0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,active
1.469,1059.235,21.468,17.505,17.505,15.263,10.294,10.294,7.213,7.213,5.177,5.177,3.496,3.496,0,0,0,0,29.487,55.859,6.327,19.243,24.265,26.254,19.472,419.196,0.348,-3.41,31,394.285,16261001.65,20.846,10.067,5.203,180.931,8.963,0.493,8.963,0.163,0.598,0.163,0.598,-0.493,3.355,117.901,419.485,1,8,0,1,1,2,1,3,8,1,8,0,8,0,1,1,160,19.527,12.145,11.499,0,0,0,4.9,9.968,5.262,0,0,36.753,36.774,44.08,4,14.211,22.408,5.262,14.868,0,6.421,51.882,48.289,0,17.568,14.791,11.505,11.499,0,61.433,4.737,11.331,11.984,42.726,0,10.903,0,92.53,0,0,0,0,0,0,0,0,0,67.667,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.645,1080.382,18.803,14.672,15.428,13.114,8.586,8.964,6.387,6.794,4.452,4.782,3.009,3.174,0,5.107,0,5.75,28.991,11.033,17.957,18.33,22.881,39.44,11.601,379.12,0.15,-3.12,27,361.707,2278952.997,17.302,7.246,3.567,161.016,9.692,0.508,9.692,0.163,0.125,0.163,0.125,-0.508,4.733,106.58,379.851,2,6,0,0,0,2,2,4,6,2,7,0,5,0,0,0,136,10.423,17.895,5.647,0,0,0,0,14.65,5.099,0,48.857,17.696,18.529,22.293,4,5.107,34.14,0,19.748,0,19.386,5.317,71.641,0,5.75,5.317,11.505,5.75,11.601,24.855,6.545,0,18.405,61.055,5.023,11.033,0,75.86,0,6.201,0,0,0,0,0,0,1.879,52.031,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.252,5647.308,110.315,83.282,83.282,71.441,48.737,48.737,35.27,35.27,23.392,23.392,15.796,15.796,210.009,47.945,19.178,205.659,32.933,16.466,0,67.121,24.265,131.921,111.754,2094.217,0.484,-17.75,150,1947.302,1.49E+47,120.94,64.189,45.265,862.934,15.291,0.37,15.291,0.243,0.002,0.243,-1.642,-0.37,-10.094,562.792,2095.478,56,59,0,0,0,3,3,6,24,45,59,0,69,0,0,0,820,194.992,66.46,53.636,82.701,0,0,115.807,0,0,0,54.597,156.885,123.044,19.131,6,67.124,169.045,48.684,131.921,63.07,207.339,71.992,108.077,0,0,180.04,0,0,0,295.783,86.386,48.684,132.265,91.387,0,32.709,0,1051.88,0,0,0,0,0,0,0,0,0,396.833,0,0,0,0,0,3,3,0,0,0,14,14,0,0,0,0,34,11,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1.192,1565.243,27.476,22.366,23.182,19.602,13.828,14.644,9.979,10.978,7.075,8.141,4.957,5.858,5.969,9.589,0,24.312,28.854,60.679,22.594,25.253,12.133,32.734,14.458,557.21,0.367,-4.05,40,526.428,2680260990,26.187,11.592,5.625,235.909,12.742,0.475,12.742,0.354,0.018,0.354,-0.472,-0.475,5.648,155.025,557.676,2,9,2,0,2,1,3,4,9,2,10,0,10,1,0,1,206,20.107,17.432,4.877,11.787,0,5.969,9.779,14.762,0,11.337,18.199,69.211,40.99,12.124,6,19.063,45.621,0,14.952,5.918,45.449,30.392,58.73,0,16.451,15.37,11.505,5.88,11.337,46.587,22.373,5.918,53.536,42.595,0,21.474,0,115.33,0,1.202,0,0,0,0,0,0,0,86.465,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
1.756,999.397,20.64,16.825,16.825,14.16,8.887,8.887,6.008,6.008,4.175,4.175,2.726,2.726,0,0,0,0,22.942,16.876,0,33.121,67.023,10.312,18.947,393.169,0.182,-3.74,29,370.259,4964779.048,20.006,9.454,4.954,169.335,5.377,0.497,5.377,0.203,0.556,0.203,0.556,-0.497,4.111,113.266,393.443,0,7,0,0,0,2,1,3,7,0,7,0,8,0,0,0,150,18.947,11.443,11.499,5.75,0,0,0,4.682,0,5.099,23.422,47.544,6.2,34.636,3,18.947,24.428,0,14.994,0,0,28.439,59.416,0,22.998,18.947,0,22.998,0,43.433,0,0,16.821,42.595,0,24.428,0,67.63,0,0,0,0,0,0,0,0,1.647,62.02,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.085,1243.396,26.865,23.409,23.409,19.136,14.687,14.687,11.205,11.205,7.903,7.903,5.756,5.756,0,4.795,0,5.783,13.028,47.523,62.865,0,18.209,77.511,4.737,522.325,0.4,-3.21,39,480.397,1042520713,27.36,13.729,7.905,233.843,13.17,0.494,13.17,0.189,0.128,0.189,0.128,-0.494,7.176,160.145,522.733,0,4,1,1,2,3,0,3,4,0,4,0,12,0,1,1,204,9.637,5.75,5.783,0,0,0,9.694,0,0,0,67.084,99.249,30.647,6.607,5,9.531,11.859,0,9.8,0,58.035,33.289,106.187,0,5.75,4.737,0,5.75,0,48.872,19.51,0,71.137,78.37,0,6.076,0,32.78,0,0,0,0,0,0,0,0,0,75.333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1.673,601.046,15.786,12.758,13.514,10.648,7.412,7.79,5.343,5.78,3.384,3.619,2.257,2.447,0,4.795,0,5.907,17.131,19.51,5.563,24.265,18.199,29.397,11.601,316.134,0.278,-1.84,22,295.664,98420.843,16.529,8.566,5.508,136.453,11.949,0.352,11.949,0.251,0.076,0.251,-0.076,-0.352,3.592,91.178,316.832,1,3,0,0,0,2,0,2,2,1,4,0,7,0,0,0,116,10.217,0,0,0,5.907,0,4.795,0,0,0,47.999,43.776,23.676,0,2,4.795,17.508,0,10.217,0,12.966,20.137,70.747,0,0,5.317,0,0,11.601,30.944,6.545,0,22.342,54.597,5.023,0,0,32.34,0,5.882,0,0,0,0,0,0,0,42.396,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.716,1029.747,18.803,15.36,15.36,13.19,8.85,8.85,6.514,6.514,4.921,4.921,3.484,3.484,0,4.795,0,5.783,6.421,44.889,0,14.22,66.74,6.066,9.474,356.141,0.125,-3.33,27,336.261,2395076.949,17.102,7.119,3.241,158.428,12.806,0.497,12.806,0.189,0.095,0.189,0.095,-0.497,5.193,107.436,356.421,0,3,1,0,1,3,0,3,3,0,3,0,4,0,0,0,134,9.474,11.499,5.783,0,0,0,4.795,0,0,0,36.398,58.662,17.557,14.22,4,14.268,11.859,0,0,0,6.421,14.22,88.993,0,22.626,9.474,0,11.499,0,20.003,6.421,0,21.485,72.303,0,17.203,0,35.53,0,0,0,0,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.911,1072.235,20.096,14.379,14.379,13.474,7.957,7.957,5.607,5.607,3.74,3.74,2.369,2.369,4.923,10.114,0,23.159,22.502,0,6.327,48.531,6.069,20.602,16.405,374.124,0,-4.52,28,360.252,2017241.871,18.276,7.794,3.996,158.885,11.625,0.384,11.625,0.353,0.006,0.353,-0.585,-0.384,3.028,103.867,374.364,5,10,0,0,0,2,1,3,8,4,10,0,6,0,0,0,138,16.367,12.163,0,11.636,0,5.687,15.524,9.968,5.262,0,0,48.531,16.938,16.556,3,4.923,34.534,10.671,9.968,5.734,0,10.634,76.099,0,6.069,16.367,28.698,0,0,20.727,0,26.855,11.127,54.858,0,0,0,166.64,0,0,0,0,0,0,0,0,0,75.833,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.152,759.734,14.82,12.143,12.143,10.203,7.216,7.216,5.336,5.336,3.994,3.994,2.953,2.953,0,4.39,0,5.817,6.545,29.432,17.324,6.066,24.265,23.624,5.734,282.153,0.222,-2.13,21,263.21,88676.517,13.835,5.7,2.567,123.554,13.584,0.34,13.584,0.123,0.197,0.123,-0.197,-0.34,3.638,84.935,282.362,2,2,0,0,0,2,1,3,2,1,3,0,4,0,0,0,108,10.301,5.817,0,0,0,0,0,4.39,0,0,30.332,49.215,23.142,0,3,4.39,10.903,0,4.567,5.734,19.889,6.545,71.169,0,0,5.734,4.39,0,0,11.112,12.966,12.741,16.821,48.531,0,10.903,0,30.95,0,0,0,0,0,0,0,0,15.829,30.671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.713,656.677,18.286,15.88,15.88,11.859,8.973,8.973,7.66,7.66,4.311,4.311,2.749,2.749,0,4.795,0,11.322,6.545,25.074,11.127,0,30.332,62.301,0,338.236,0.409,-2.13,25,308.255,318972.638,19.198,8.816,6.352,151.609,12.217,0.352,12.217,0.251,0.006,0.251,0.006,-0.352,4.236,104.868,338.495,1,3,0,0,0,2,0,2,2,1,3,0,7,0,0,0,134,10.217,0,0,0,5.907,0,4.795,0,0,0,63.236,48.688,18.653,0,2,4.795,5.907,0,10.217,0,39.152,20.137,71.288,0,0,5.317,0,0,0,30.944,11.96,0,48.677,54.597,0,0,0,32.34,0,0,0,0,0,0,0,0,0,51.417,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.376,1398.338,26.158,20.5,20.5,18.67,12.092,12.092,8.293,8.293,5.725,5.725,3.831,3.831,4.923,10.114,0,12.294,73.912,10.95,18.46,12.133,36.398,15.285,23.684,518.18,0.259,-4.48,38,492.318,538412750.2,25.181,12.172,6.253,217.986,10.9,0.487,10.9,0.269,0.035,0.269,-0.429,-0.487,4.665,139.319,518.526,1,11,0,1,1,3,1,4,10,1,11,0,6,0,0,0,196,29.001,37.715,11.499,0,5.687,0,10.114,9.968,0,0,12.133,35.895,23.585,42.555,5,28.608,28.096,0,9.968,0,6.607,44.958,82.669,0,17.249,19.527,17.193,17.249,0,54.533,16.081,10.114,5.563,66.991,0,10.903,0,127.1,0,0,0,0,0,0,0,0,0,89.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.302,1286.994,25.832,21.136,21.136,18.848,12.664,12.664,8.496,8.496,5.781,5.781,3.864,3.864,0,0,0,0,76.779,27.903,6.327,0,66.73,15.285,28.421,517.221,0.31,-3.92,38,486.334,669850830.1,25.718,13.574,7.316,221.176,6.025,0.489,6.025,0.163,0.374,0.163,0.374,-0.489,4.773,143.484,517.582,1,9,0,1,1,3,1,4,9,1,9,0,5,0,0,0,198,33.738,37.715,11.499,0,0,0,0,9.968,0,0,30.332,35.895,17.14,45.158,5,28.421,22.408,0,9.968,0,6.607,58.172,78.621,0,17.249,19.527,11.505,17.249,0,62.823,20.817,0,5.563,73.057,0,10.903,0,93.19,0,0,0,0,0,0,0,0,0,80.333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.414,1001.395,21.129,17.25,17.25,13.943,9.262,9.262,6.751,6.751,5.098,5.098,3.862,3.862,0,9.589,0,23.127,35.654,16.69,20.1,27.396,12.133,5.317,18.947,399.168,0.364,-3.22,29,374.243,3026041.549,20.513,8.426,3.722,169.105,12.642,0.493,12.642,0.22,0.167,0.22,-0.332,-0.493,2.872,109.235,399.443,1,7,1,0,1,2,0,2,6,1,7,0,5,0,0,0,154,24.264,0,17.249,17.085,0,0,9.589,0,0,0,6.066,47.731,12.487,34.481,3,23.742,5.907,0,5.317,0,25.807,28.439,45.616,0,34.125,29.693,0,22.998,0,34.346,11.215,0,30.513,29.06,0,11.127,0,83.09,0,0,0,0,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.683,1358.358,27.679,21.056,21.056,17.89,12.242,12.242,10.135,10.135,7.798,7.798,5.659,5.659,82.641,34.81,0,40.845,0,0,32.233,6.924,0,0,19.944,527.179,0.444,-3.35,38,498.294,218090116.1,26.265,9.139,3.81,217.287,13.63,0.507,13.63,0.202,0.015,0.202,-1.999,-0.507,1.029,130.343,527.526,6,11,2,1,3,2,0,2,11,5,11,0,4,0,1,1,202,40.37,22.85,17.857,5.783,0,0,14.384,0,0,0,12.133,19.914,41.995,42.112,5,49.02,17.35,0,0,5.734,69.355,7.11,51.58,0,17.249,10.471,0,17.249,0,75.026,20.689,0,75.763,18.199,0,0,0,185.84,0,0,0,0,0,0,0,0,0,103.917,0,2,1,0,0,0,0,2,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.837,1409.004,39.189,32.904,32.904,26.011,20.941,20.941,18.816,18.816,15.952,15.952,12.762,12.762,90.926,35.434,0,61.111,18.76,44.098,0,19.923,13.847,6.924,33.158,780.43,0.927,-1.27,55,716.437,1.46E+12,40.507,15.081,6.95,323.322,12.568,0.458,12.568,0.331,0.045,0.331,-1.012,-0.458,2.218,192.611,780.949,6,14,4,4,8,0,0,0,14,6,14,0,7,4,3,7,312,63.797,24.919,18.87,0,0,5.969,0,4.795,0,0,13.847,106.798,30.753,54.433,8,68.592,5.969,0,0,34.502,196.862,6.607,11.649,0,0,0,0,0,0,134.83,37.953,34.502,105.248,11.649,0,0,0,203.06,0,0,0,0,0,0,0,0,0,128.583,0,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.693,158.387,9.724,7.527,10.793,5.447,3.219,6.186,2.487,5.884,0.915,5.074,0.22,2.596,0,0,0,0,0,8.641,21.588,0,37.991,0,24.436,239.988,0.667,0.48,12,228.348,295.529,12.48,6.014,5.183,92.447,5.073,0.363,5.073,0.146,0.837,0.146,0.837,-0.363,2.061,67.752,240.444,0,2,0,0,0,0,0,0,4,0,6,0,0,0,0,0,70,9.8,8.641,0,0,0,0,0,0,0,0,24.436,21.588,28.191,0,0,0,54.665,0,9.8,0,0,28.191,0,0,0,0,0,0,46.024,46.632,0,0,0,0,0,0,0,6.48,0,13.17,0,0,0,0,0,0,1.674,11.489,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.962,404.097,14.861,12.094,12.094,9.363,7.409,7.409,6.535,6.535,4.53,4.53,3.604,3.604,6.104,19.49,0,48.193,18.76,6.421,0,0,6.924,12.241,0,281.163,0.8,-1.23,20,258.168,23013.254,15.164,6.038,3.45,118.665,12.176,0.392,12.176,0.226,0.005,0.226,-0.739,-0.392,1.041,72.557,281.352,2,5,1,1,2,0,0,0,4,2,5,0,3,1,1,2,112,5.107,5.783,0,11.814,0,0,19.7,0,0,0,13.847,31.098,24.677,6.104,2,19.49,17.598,0,5.317,23.672,52.056,0,0,0,0,5.317,0,0,0,28.808,14.384,23.672,45.952,0,0,0,0,83.47,0,0,0,0,0,0,0,0,0,52.667,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.123,842.069,17.811,15.4,15.4,12.059,8.539,8.539,6.624,6.624,4.407,4.407,2.957,2.957,0,0,0,0,0,0,33.672,0,0,116.568,0,329.201,0.174,-2.87,25,304.267,541994.562,16.969,7.35,3.797,150.293,2.206,0.378,2.206,0.199,1.208,0.199,1.208,-0.378,4.394,108.628,329.467,0,2,1,0,1,2,0,2,1,0,2,0,3,0,0,0,126,4.9,14.095,5.712,0,0,0,0,4.576,0,0,42.465,46.558,31.935,0,3,4.576,16.972,0,0,0,0,33.091,95.601,0,0,4.9,5.687,0,0,38.478,0,0,11.127,84.474,0,5.573,0,6.25,0,0,0,0,0,0,0,0,2.123,45.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.453,233.107,8.104,6.41,11.908,5.288,3.461,8.454,2.266,7.684,1.285,6.555,0.759,4.003,25.031,4.795,0,5.969,0,0,9.996,0,30.332,0,2.644,338.023,0.125,-0.375,11,328.676,349.029,8.719,4.492,3.511,78.66,10.45,,10.45,,0.143,,-1.516,,0.872,37.842,336.74,0,2,0,0,0,1,0,1,2,0,3,0,2,0,0,0,54,0,0,0,0,0,78.767,0,0,0,0,0,0,0,0,1,32.47,9.042,0,0,0,6.924,0,30.332,0,0,3.072,0,0,0,5.969,32.47,0,6.924,30.332,0,0,0,26.3,0,0,0,0,0,0,0,0,6.25,21.711,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.378,1.134,0,0,0,0,0,0,0,0,0,0,0,0,12.407,0,0,0,0,0,0,0,34.969,0,0.29,1,35.453,0,1.29,1.738,10.083,13.522,0,1,0,-1,0,1,0,-1,-2.996,0,35.453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,12.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.407,0,0,0,0,0,0,0,0,0,12.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.523,326.541,10.795,8.926,8.926,7.899,5.489,5.489,4.008,4.008,2.482,2.482,1.361,1.361,0,0,0,12.208,13.214,24.713,0,0,24.265,0,18.947,222.089,0.5,-1.26,16,208.128,15894.409,9.93,4.313,2.869,94.064,5.557,0.491,5.557,0.123,0.282,0.123,0.282,-0.491,1.242,56.912,222.24,0,4,0,2,2,1,0,1,4,0,4,0,6,0,2,2,86,18.947,36.921,0,0,0,0,0,0,0,0,6.066,12.133,6.066,13.214,3,18.947,0,0,0,0,12.208,26.428,24.265,0,11.499,9.474,0,11.499,0,38.635,9.474,0,0,24.265,0,0,0,43.52,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.135,168.538,5.983,4.073,4.89,3.805,2.157,2.565,1.365,1.783,0.789,1.105,0.413,0.552,0,5.207,0,0,9.756,0,6.197,18.199,0,12.629,0,126.002,0,-0.83,8,122.128,72.495,5.309,1.961,0.869,52.764,10.431,0.709,10.431,0.178,0.313,0.178,0.313,-0.709,0.226,31.033,126.16,0,2,0,0,0,0,1,1,2,0,3,0,0,0,0,0,42,17.836,0,6.197,0,0,0,0,0,4.73,0,6.066,6.066,6.066,5.026,1,4.73,12.629,0,0,0,5.026,0,29.603,0,0,4.73,0,0,0,0,12.629,5.207,0,29.422,0,0,0,26.94,0,4.604,0,0,0,0,0,0,0,17.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4.458,232.038,7.707,3.674,6.224,3.707,1.333,5.497,0.885,4.523,0.167,2.833,0.102,1.735,27.227,23.53,0,0,0,0,0,0,0,2.84,0,215.847,0,0.145,9,215.985,27.436,9.145,2.406,8.145,54.023,9.381,,9.381,,2.604,,-6.07,,-2.927,3.831,215.985,0,7,0,0,0,0,0,0,7,0,9,0,2,0,0,0,56,0,0,0,0,0,53.597,0,0,0,0,0,0,0,0,0,53.597,0,0,0,0,0,0,0,0,0,8.316,0,0,0,0,45.281,0,0,0,0,0,0,123.63,0,-12.141,0,0,0,0,0,0,58.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.808,604.539,14.56,11.266,11.266,10.131,6.925,6.925,5.546,5.546,3.751,3.751,2.282,2.282,17.069,14.384,0,37.946,19.821,13.701,0,0,0,0,14.211,297.096,0.75,-1.71,21,282.147,174393.124,12.988,4.65,2.59,117.812,12.361,0.371,12.361,0.336,0.121,0.336,-0.594,-0.371,-2.632,68.442,297.267,0,9,0,3,3,0,1,1,9,0,9,0,6,0,3,3,114,14.211,0,0,0,0,17.069,0,28.085,0,0,0,0,0,57.767,4,14.211,0,0,13.701,0,37.946,19.821,31.453,0,0,17.069,0,0,0,51.834,33.845,0,0,14.384,0,0,0,103.59,0,0,0,0,0,0,0,0,3.22,52.28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.258,59.814,5.155,3.764,5.397,2.643,1.526,2.343,1.16,2.192,0.365,1.095,0,0,0,0,0,0,4.321,0,0,4.9,14.095,24.847,0,119.995,0.667,0.11,6,114.174,13.61,6.11,2.312,2.353,48.743,4.56,0.411,4.56,0.005,0.509,0.005,0.509,-0.411,0.38,33.65,120.222,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,36,29.747,0,0,0,0,0,0,0,0,0,4.321,0,14.095,0,0,0,29.167,0,4.9,0,0,14.095,0,0,0,0,0,0,12.218,23.316,12.629,0,0,0,0,0,0,3.24,0,9.12,0,0,0,0,0,0,0.509,5.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
